idx,date,y
19054,6,0.0
19056,18,0.0
19057,55,0.0
19059,23,0.0
19060,28,0.0
19061,21,1.0
19062,20,0.0
19063,16,0.0
19064,1,0.0
19065,13,1.0
19066,7,0.0
19067,69,0.0
19068,7,0.0
19070,64,1.0
19071,39,1.0
19072,72,0.0
19073,7,0.0
19074,8,0.0
19075,9,0.0
19076,5,1.0
19078,5,0.0
19080,25,1.0
19081,22,0.0
19082,44,0.0
19083,71,1.0
19084,24,1.0
19085,10,0.0
19086,56,0.0
19087,6,0.0
19088,21,0.0
19089,68,0.0
19091,37,0.0
19092,45,0.0
19093,1,1.0
19094,73,0.0
19095,21,0.0
19096,50,0.0
19097,11,0.0
19098,5,0.0
19099,8,1.0
19100,7,0.0
19102,70,0.0
19103,13,0.0
19104,11,0.0
19105,41,0.0
19106,5,0.0
19107,71,0.0
19108,28,0.0
19109,50,1.0
19110,6,0.0
19111,6,0.0
19112,34,0.0
19113,12,0.0
19115,22,1.0
19116,70,0.0
19117,1,1.0
19118,3,0.0
19119,52,0.0
19120,12,0.0
19121,38,1.0
19123,25,0.0
19124,19,1.0
19125,56,0.0
19126,3,0.0
19127,23,1.0
19128,61,0.0
19129,45,1.0
19130,28,0.0
19131,19,0.0
19133,20,0.0
19134,6,0.0
19135,58,0.0
19136,13,0.0
19138,5,0.0
19140,72,0.0
19142,12,0.0
19143,60,0.0
19145,21,0.0
19146,32,0.0
19147,71,0.0
19148,1,0.0
19149,65,0.0
19150,71,0.0
19151,26,0.0
19152,38,1.0
19153,72,1.0
19154,7,0.0
19155,71,0.0
19156,69,0.0
19157,43,0.0
19158,35,1.0
19159,39,0.0
19161,8,0.0
19162,33,0.0
19163,24,0.0
19164,9,0.0
19165,59,0.0
19166,47,0.0
19167,23,1.0
19169,9,1.0
19170,15,0.0
19172,47,1.0
19173,71,0.0
19174,35,0.0
19175,61,0.0
19176,23,0.0
19177,55,0.0
19178,14,0.0
19179,41,0.0
19180,66,0.0
19181,18,0.0
19184,47,0.0
19185,23,0.0
19187,73,1.0
19189,54,1.0
19190,7,0.0
19192,51,0.0
19194,12,0.0
19195,9,0.0
19196,7,0.0
19197,23,0.0
19198,6,0.0
19199,57,0.0
19200,69,0.0
19201,20,0.0
19202,10,1.0
19203,3,0.0
19204,62,0.0
19205,7,0.0
19206,54,0.0
19207,53,1.0
19208,9,1.0
19209,52,1.0
19211,7,0.0
19212,13,0.0
19213,6,0.0
19214,60,1.0
19215,8,1.0
19216,44,1.0
19217,8,0.0
19219,15,0.0
19221,56,1.0
19222,4,0.0
19223,71,1.0
19224,20,0.0
19225,47,0.0
19226,1,0.0
19227,20,0.0
19229,18,1.0
19230,60,0.0
19231,7,0.0
19232,62,0.0
19233,9,0.0
19235,3,0.0
19236,7,0.0
19237,15,1.0
19238,7,0.0
19239,34,1.0
19240,18,1.0
19241,55,0.0
19242,7,0.0
19243,14,1.0
19244,5,0.0
19245,19,0.0
19246,17,0.0
19247,5,0.0
19248,8,0.0
19249,6,1.0
19251,16,1.0
19252,41,1.0
19253,69,0.0
19255,16,1.0
19257,6,0.0
19259,63,0.0
19260,7,0.0
19261,70,0.0
19262,8,0.0
19264,59,0.0
19265,37,1.0
19266,3,0.0
19267,42,0.0
19268,21,0.0
19269,69,0.0
19270,51,0.0
19271,69,0.0
19272,55,0.0
19273,30,1.0
19274,32,0.0
19275,56,1.0
19276,61,0.0
19277,9,0.0
19278,4,1.0
19279,62,0.0
19280,26,0.0
19281,35,0.0
19282,6,0.0
19283,7,0.0
19284,61,0.0
19286,56,0.0
19287,21,0.0
19290,70,0.0
19292,17,1.0
19293,8,0.0
19294,10,1.0
19295,60,0.0
19296,10,0.0
19297,11,1.0
19298,29,0.0
19299,58,0.0
19300,30,0.0
19301,16,0.0
19304,44,1.0
19305,18,0.0
19306,73,0.0
19307,41,0.0
19308,7,0.0
19309,15,0.0
19311,50,1.0
19312,72,1.0
19313,14,0.0
19314,17,0.0
19315,21,0.0
19316,9,0.0
19317,69,1.0
19318,72,0.0
19319,67,0.0
19321,7,0.0
19322,34,0.0
19323,29,1.0
19324,26,0.0
19325,72,1.0
19327,6,0.0
19328,17,0.0
19329,8,0.0
19330,45,0.0
19331,2,0.0
19332,15,0.0
19333,2,0.0
19334,14,0.0
19335,56,0.0
19336,6,0.0
19337,7,0.0
19339,61,0.0
19340,72,0.0
19341,7,0.0
19342,11,0.0
19344,8,0.0
19345,6,0.0
19347,58,0.0
19348,17,0.0
19349,58,1.0
19350,7,1.0
19351,67,0.0
19352,13,0.0
19353,21,0.0
19354,10,0.0
19355,21,0.0
19356,19,0.0
19358,67,1.0
19359,28,0.0
19361,7,0.0
19362,46,0.0
19363,12,0.0
19364,19,0.0
19365,9,0.0
19366,53,1.0
19367,1,0.0
19368,20,1.0
19370,7,0.0
19371,41,0.0
19372,73,0.0
19374,20,1.0
19375,12,0.0
19377,44,0.0
19378,5,0.0
19379,40,0.0
19380,26,0.0
19381,23,0.0
19383,2,0.0
19384,6,1.0
19385,60,0.0
19386,1,0.0
19387,47,1.0
19388,7,1.0
19389,72,1.0
19390,64,1.0
19391,53,0.0
19392,20,0.0
19393,45,0.0
19394,49,0.0
19395,37,0.0
19396,66,0.0
19397,7,0.0
19398,9,0.0
19400,8,0.0
19402,56,0.0
19403,47,0.0
19404,58,0.0
19405,7,0.0
19407,13,0.0
19408,30,0.0
19409,73,0.0
19410,21,0.0
19411,61,1.0
19412,69,0.0
19413,64,0.0
19414,25,0.0
19415,45,0.0
19417,12,0.0
19419,9,0.0
19420,8,0.0
19421,9,1.0
19422,54,1.0
19423,15,1.0
19424,45,0.0
19425,39,1.0
19427,10,1.0
19428,62,0.0
19429,9,1.0
19430,19,0.0
19431,7,0.0
19432,69,0.0
19433,8,0.0
19434,69,0.0
19435,27,0.0
19440,19,0.0
19441,54,0.0
19442,10,0.0
19443,52,0.0
19444,45,0.0
19445,10,0.0
19446,56,0.0
19447,30,0.0
19448,35,0.0
19449,17,0.0
19450,9,0.0
19451,71,0.0
19453,5,0.0
19454,7,1.0
19455,54,0.0
19456,62,0.0
19457,24,0.0
19458,35,0.0
19459,59,1.0
19460,13,0.0
19461,10,0.0
19462,35,0.0
19463,9,0.0
19464,57,0.0
19465,5,0.0
19466,16,0.0
19470,14,0.0
19471,8,0.0
19472,16,0.0
19473,37,1.0
19474,33,0.0
19475,24,0.0
19476,12,0.0
19477,70,1.0
19481,7,0.0
19482,18,0.0
19483,22,0.0
19484,6,1.0
19485,7,1.0
19486,61,1.0
19487,6,0.0
19490,31,0.0
19491,70,0.0
19492,2,0.0
19493,12,1.0
19494,59,1.0
19495,72,0.0
19496,70,0.0
19497,12,0.0
19499,32,0.0
19500,71,0.0
19502,58,0.0
19503,4,1.0
19504,9,0.0
19506,53,0.0
19507,61,0.0
19508,14,0.0
19509,69,0.0
19510,38,0.0
19511,22,0.0
19512,13,0.0
19514,40,0.0
19515,18,1.0
19516,31,0.0
19517,10,0.0
19518,5,0.0
19519,28,0.0
19521,36,1.0
19522,2,1.0
19523,45,0.0
19524,56,1.0
19525,16,0.0
19526,4,0.0
19527,60,0.0
19528,19,0.0
19529,67,0.0
19530,47,0.0
19531,16,0.0
19532,12,0.0
19533,47,0.0
19534,51,0.0
19535,15,1.0
19537,6,0.0
19538,9,0.0
19539,8,1.0
19540,24,0.0
19541,10,0.0
19542,29,0.0
19544,57,1.0
19545,7,0.0
19547,9,1.0
19548,5,0.0
19549,6,1.0
19550,17,1.0
19551,7,0.0
19552,7,0.0
19553,72,0.0
19554,23,0.0
19555,47,0.0
19556,57,1.0
19557,72,0.0
19558,27,0.0
19559,61,0.0
19560,26,0.0
19561,65,1.0
19562,7,0.0
19563,16,1.0
19564,8,1.0
19565,18,0.0
19567,37,1.0
19568,9,1.0
19569,73,0.0
19570,22,0.0
19571,27,1.0
19572,71,0.0
19573,17,0.0
19574,31,0.0
19575,11,1.0
19576,72,0.0
19578,32,0.0
19579,73,0.0
19580,2,0.0
19581,53,1.0
19582,7,1.0
19584,61,0.0
19586,5,0.0
19587,37,0.0
19589,56,1.0
19590,26,0.0
19591,14,0.0
19592,64,1.0
19593,15,1.0
19594,21,0.0
19595,26,0.0
19596,14,0.0
19597,8,0.0
19598,60,0.0
19599,35,1.0
19601,20,0.0
19603,32,1.0
19604,62,0.0
19605,48,0.0
19606,6,0.0
19607,54,0.0
19609,8,0.0
19610,47,0.0
19611,8,0.0
19612,51,0.0
19613,21,0.0
19614,41,1.0
19615,9,1.0
19616,28,0.0
19617,71,0.0
19618,50,0.0
19620,58,0.0
19621,24,0.0
19622,53,0.0
19623,29,1.0
19624,70,0.0
19626,73,0.0
19627,27,0.0
19628,26,0.0
19630,6,1.0
19631,7,0.0
19632,4,0.0
19633,32,0.0
19634,36,0.0
19635,56,0.0
19636,30,0.0
19637,53,1.0
19638,34,0.0
19639,73,0.0
19640,4,0.0
19641,7,1.0
19642,35,0.0
19643,1,0.0
19644,25,0.0
19645,27,0.0
19646,51,0.0
19647,43,1.0
19648,53,0.0
19649,3,0.0
19650,30,0.0
19651,7,0.0
19652,23,0.0
19653,49,0.0
19655,57,0.0
19656,20,0.0
19658,5,1.0
19659,19,1.0
19661,19,0.0
19662,13,1.0
19663,26,1.0
19664,30,0.0
19665,47,0.0
19666,18,0.0
19667,5,0.0
19668,12,0.0
19669,7,0.0
19670,22,0.0
19672,71,0.0
19673,70,0.0
19674,44,0.0
19675,2,0.0
19676,72,0.0
19677,20,0.0
19678,10,0.0
19679,43,0.0
19680,5,1.0
19683,20,0.0
19685,58,0.0
19687,2,0.0
19688,73,0.0
19689,9,1.0
19690,14,0.0
19691,73,0.0
19692,21,0.0
19693,19,0.0
19695,2,0.0
19696,16,0.0
19697,7,0.0
19698,70,1.0
19699,6,1.0
19700,4,1.0
19701,9,0.0
19702,30,1.0
19703,7,1.0
19705,6,0.0
19707,7,1.0
19708,61,0.0
19709,11,1.0
19710,7,1.0
19711,23,0.0
19712,17,1.0
19715,71,0.0
19716,32,0.0
19717,7,0.0
19718,59,0.0
19719,25,0.0
19720,24,0.0
19721,51,0.0
19722,23,0.0
19723,38,0.0
19725,31,0.0
19726,8,0.0
19727,32,0.0
19731,1,0.0
19732,2,1.0
19733,49,1.0
19734,57,0.0
19736,19,0.0
19737,13,0.0
19738,60,0.0
19739,6,0.0
19740,65,0.0
19741,37,1.0
19742,21,0.0
19744,72,1.0
19745,36,0.0
19746,19,0.0
19747,71,0.0
19748,12,1.0
19749,48,0.0
19750,13,0.0
19751,71,0.0
19752,7,0.0
19753,53,0.0
19754,31,1.0
19755,3,0.0
19756,45,0.0
19757,40,0.0
19758,68,0.0
19759,37,1.0
19760,35,0.0
19761,24,0.0
19762,43,0.0
19764,10,0.0
19765,18,1.0
19766,19,0.0
19767,17,0.0
19768,5,0.0
19769,55,0.0
19770,27,1.0
19771,38,0.0
19772,16,0.0
19773,59,0.0
19774,15,1.0
19775,60,0.0
19776,72,0.0
19777,42,0.0
19778,5,0.0
19779,48,0.0
19780,8,0.0
19781,2,0.0
19782,58,0.0
19783,73,0.0
19784,11,0.0
19785,73,0.0
19786,17,1.0
19788,8,0.0
19789,40,0.0
19790,10,1.0
19791,58,0.0
19792,6,0.0
19793,7,1.0
19794,21,0.0
19795,20,1.0
19797,9,0.0
19798,15,0.0
19799,7,0.0
19800,69,1.0
19801,28,0.0
19802,43,1.0
19803,25,0.0
19804,73,0.0
19805,5,1.0
19806,8,1.0
19807,37,0.0
19808,6,0.0
19809,60,0.0
19810,18,0.0
19811,50,0.0
19812,8,0.0
19813,7,1.0
19814,5,0.0
19815,51,1.0
19816,1,0.0
19817,50,0.0
19820,18,0.0
19821,31,0.0
19822,6,0.0
19823,70,0.0
19824,6,1.0
19826,13,1.0
19827,31,0.0
19828,8,1.0
19829,68,0.0
19830,14,0.0
19831,71,0.0
19832,67,1.0
19833,8,0.0
19834,48,0.0
19837,69,1.0
19839,7,0.0
19840,58,0.0
19841,19,0.0
19842,13,0.0
19843,15,0.0
19844,9,1.0
19845,50,0.0
19846,32,0.0
19848,9,0.0
19849,17,0.0
19851,29,0.0
19852,8,0.0
19853,7,0.0
19854,18,0.0
19855,64,1.0
19856,57,0.0
19857,18,0.0
19858,51,0.0
19859,58,1.0
19862,69,1.0
19863,31,0.0
19866,20,0.0
19867,58,0.0
19868,6,0.0
19869,24,0.0
19870,73,0.0
19871,26,0.0
19872,41,1.0
19873,20,0.0
19874,6,1.0
19875,38,0.0
19876,63,0.0
19877,50,0.0
19878,24,0.0
19879,23,0.0
19880,1,0.0
19881,10,1.0
19882,57,0.0
19883,16,0.0
19884,7,0.0
19886,70,0.0
19887,6,0.0
19888,9,1.0
19889,38,0.0
19890,59,0.0
19891,29,0.0
19892,45,0.0
19893,16,0.0
19894,8,0.0
19896,7,0.0
19897,59,0.0
19898,1,0.0
19899,57,0.0
19900,73,0.0
19901,6,1.0
19902,6,1.0
19903,70,0.0
19905,3,1.0
19906,5,0.0
19907,58,0.0
19908,8,0.0
19909,22,0.0
19910,7,0.0
19911,32,1.0
19912,20,0.0
19913,18,0.0
19914,4,1.0
19915,52,0.0
19916,42,0.0
19917,5,0.0
19918,8,0.0
19919,12,0.0
19920,25,0.0
19921,50,0.0
19923,61,0.0
19925,39,0.0
19927,1,0.0
19928,69,1.0
19929,12,1.0
19930,12,1.0
19931,67,0.0
19932,8,0.0
19933,24,0.0
19934,67,0.0
19935,69,0.0
19936,69,0.0
19937,10,1.0
19938,64,0.0
19939,9,0.0
19940,14,1.0
19941,13,0.0
19942,19,0.0
19943,58,0.0
19944,63,0.0
19948,3,0.0
19949,42,1.0
19951,16,0.0
19952,73,0.0
19953,52,0.0
19954,56,0.0
19955,44,0.0
19956,40,0.0
19958,2,0.0
19959,48,0.0
19961,48,0.0
19962,9,0.0
19963,7,0.0
19964,62,1.0
19965,52,1.0
19966,24,0.0
19967,51,0.0
19968,15,0.0
19969,12,0.0
19970,59,0.0
19971,11,0.0
19972,2,0.0
19974,67,1.0
19975,4,0.0
19976,19,0.0
19977,28,1.0
19978,5,0.0
19979,65,0.0
19980,10,0.0
19981,5,0.0
19982,1,0.0
19983,14,0.0
19985,24,0.0
19986,52,0.0
19987,13,1.0
19988,13,0.0
19989,17,1.0
19990,44,0.0
19991,70,1.0
19992,1,0.0
19993,54,0.0
19995,6,0.0
19996,3,0.0
19997,12,0.0
19998,3,0.0
19999,53,0.0
20000,7,0.0
20001,43,0.0
20002,14,0.0
20003,51,0.0
20004,6,0.0
20005,31,1.0
20006,69,1.0
20007,2,0.0
20009,38,0.0
20010,13,0.0
20011,8,0.0
20013,6,0.0
20014,73,0.0
20015,69,0.0
20016,44,1.0
20017,57,0.0
20018,70,0.0
20019,20,0.0
20020,68,1.0
20021,18,0.0
20022,23,0.0
20023,7,0.0
20024,6,0.0
20025,16,0.0
20027,7,0.0
20028,13,1.0
20029,47,0.0
20030,59,1.0
20031,37,0.0
20032,54,0.0
20034,20,0.0
20035,17,0.0
20036,33,1.0
20039,69,0.0
20040,7,0.0
20041,30,0.0
20043,52,1.0
20044,9,0.0
20045,39,0.0
20046,72,0.0
20048,61,0.0
20049,30,0.0
20051,35,0.0
20052,23,0.0
20053,34,1.0
20054,45,1.0
20055,71,1.0
20056,33,0.0
20058,57,1.0
20059,31,0.0
20060,40,1.0
20061,28,1.0
20064,4,0.0
20066,35,0.0
20067,54,0.0
20070,8,0.0
20071,8,0.0
20072,9,0.0
20074,39,1.0
20075,13,0.0
20076,73,1.0
20077,5,0.0
20078,65,0.0
20079,17,0.0
20081,11,0.0
20082,8,0.0
20083,56,0.0
20084,19,0.0
20085,9,0.0
20086,17,0.0
20087,54,0.0
20088,35,0.0
20089,9,0.0
20090,32,1.0
20091,57,0.0
20092,59,0.0
20093,66,1.0
20094,14,0.0
20095,17,1.0
20096,25,0.0
20097,71,0.0
20098,19,1.0
20099,37,0.0
20100,61,0.0
20102,15,0.0
20103,5,0.0
20104,71,0.0
20105,4,1.0
20106,67,0.0
20107,66,0.0
20108,21,0.0
20110,50,0.0
20111,51,0.0
20112,25,0.0
20113,9,0.0
20114,21,0.0
20115,20,0.0
20116,19,0.0
20117,18,0.0
20118,54,0.0
20119,52,0.0
20120,20,1.0
20121,29,0.0
20122,4,0.0
20124,9,0.0
20125,59,0.0
20126,6,1.0
20127,7,0.0
20128,2,0.0
20129,7,0.0
20130,72,0.0
20131,26,0.0
20133,70,0.0
20134,50,0.0
20135,29,0.0
20136,44,1.0
20137,44,0.0
20138,61,0.0
20139,22,0.0
20140,65,0.0
20141,2,0.0
20142,1,0.0
20143,21,0.0
20144,12,1.0
20145,18,0.0
20147,3,1.0
20148,8,0.0
20149,7,0.0
20150,58,0.0
20151,25,0.0
20152,11,0.0
20153,21,0.0
20154,9,0.0
20156,9,1.0
20157,49,0.0
20158,49,0.0
20159,6,0.0
20160,7,1.0
20161,38,0.0
20162,30,0.0
20163,67,0.0
20164,51,1.0
20165,5,0.0
20166,37,0.0
20167,62,0.0
20168,18,0.0
20169,39,1.0
20170,43,0.0
20171,59,1.0
20173,19,0.0
20174,6,0.0
20175,7,1.0
20176,46,0.0
20177,49,0.0
20179,22,0.0
20180,73,0.0
20181,59,0.0
20183,69,0.0
20184,58,0.0
20185,73,1.0
20186,32,0.0
20187,27,1.0
20188,7,1.0
20189,71,1.0
20190,72,0.0
20191,50,1.0
20192,30,0.0
20193,39,1.0
20194,40,0.0
20195,43,0.0
20196,25,0.0
20197,12,0.0
20199,5,0.0
20200,6,0.0
20201,27,0.0
20202,10,0.0
20203,3,0.0
20204,4,1.0
20205,7,0.0
20206,11,0.0
20208,11,0.0
20209,72,0.0
20210,11,0.0
20211,16,0.0
20212,47,0.0
20213,4,0.0
20214,2,0.0
20215,38,0.0
20216,24,0.0
20217,7,0.0
20220,61,0.0
20221,42,0.0
20222,55,0.0
20223,73,1.0
20224,51,0.0
20225,17,0.0
20227,44,1.0
20228,20,1.0
20229,8,0.0
20232,8,0.0
20233,45,0.0
20234,6,0.0
20235,5,0.0
20237,17,0.0
20238,43,0.0
20239,3,0.0
20241,66,0.0
20242,52,0.0
20243,6,1.0
20244,2,0.0
20245,20,0.0
20246,45,1.0
20247,6,0.0
20248,29,1.0
20250,8,1.0
20251,31,1.0
20252,49,1.0
20253,38,1.0
20255,32,0.0
20256,9,0.0
20257,60,0.0
20258,44,0.0
20259,10,0.0
20260,73,0.0
20261,23,0.0
20262,11,1.0
20263,17,0.0
20265,7,0.0
20266,48,1.0
20269,6,0.0
20270,14,0.0
20271,8,0.0
20272,71,1.0
20273,62,0.0
20274,72,0.0
20275,31,0.0
20276,61,0.0
20277,7,0.0
20278,52,0.0
20279,4,1.0
20280,47,0.0
20281,4,1.0
20282,65,0.0
20283,7,0.0
20285,1,1.0
20286,70,0.0
20287,44,0.0
20291,8,1.0
20293,41,0.0
20294,2,0.0
20295,28,1.0
20296,11,0.0
20297,5,0.0
20298,71,0.0
20299,53,0.0
20301,8,0.0
20302,7,1.0
20303,5,0.0
20304,7,1.0
20305,52,0.0
20306,11,0.0
20307,24,1.0
20308,46,0.0
20309,7,0.0
20310,71,0.0
20311,7,0.0
20312,8,0.0
20313,29,1.0
20314,49,0.0
20315,31,0.0
20316,1,1.0
20317,2,0.0
20318,69,1.0
20319,24,1.0
20320,50,0.0
20322,26,1.0
20323,40,0.0
20324,5,0.0
20325,20,0.0
20326,5,0.0
20327,45,0.0
20328,61,0.0
20329,8,0.0
20331,22,0.0
20332,2,0.0
20333,39,1.0
20334,56,0.0
20335,53,0.0
20336,19,1.0
20337,10,0.0
20338,71,0.0
20340,51,0.0
20341,63,0.0
20342,69,0.0
20343,65,0.0
20344,58,0.0
20345,16,0.0
20346,44,0.0
20347,72,0.0
20348,19,0.0
20349,17,0.0
20350,26,0.0
20351,72,0.0
20353,64,1.0
20354,7,0.0
20355,47,0.0
20356,73,0.0
20358,22,0.0
20360,11,0.0
20362,22,1.0
20363,48,1.0
20364,20,0.0
20365,5,1.0
20366,8,0.0
20367,13,0.0
20368,5,1.0
20369,65,0.0
20370,12,1.0
20371,9,1.0
20372,36,0.0
20373,48,0.0
20375,7,0.0
20376,8,0.0
20377,59,1.0
20378,73,0.0
20379,9,0.0
20380,47,1.0
20381,53,0.0
20383,65,0.0
20384,8,1.0
20385,15,1.0
20386,2,1.0
20388,20,0.0
20389,59,1.0
20392,2,1.0
20393,10,1.0
20394,8,0.0
20395,20,0.0
20399,8,0.0
20400,18,1.0
20401,25,0.0
20403,73,0.0
20404,37,1.0
20405,10,1.0
20406,11,1.0
20407,17,1.0
20408,71,0.0
20409,7,0.0
20410,69,0.0
20411,14,0.0
20413,1,0.0
20414,5,0.0
20415,66,0.0
20416,6,0.0
20417,10,0.0
20418,7,0.0
20419,39,1.0
20421,5,0.0
20423,43,0.0
20424,17,0.0
20425,27,1.0
20426,6,1.0
20427,60,1.0
20428,48,0.0
20429,6,0.0
20430,7,0.0
20431,16,0.0
20432,40,0.0
20433,21,0.0
20434,44,0.0
20435,22,1.0
20436,9,0.0
20437,12,0.0
20438,9,0.0
20441,8,0.0
20442,7,0.0
20443,44,1.0
20444,14,0.0
20445,9,0.0
20447,61,0.0
20448,67,1.0
20449,24,0.0
20451,45,0.0
20452,43,0.0
20453,25,0.0
20454,11,0.0
20455,66,1.0
20456,3,1.0
20457,22,0.0
20458,71,0.0
20459,56,0.0
20460,73,1.0
20461,15,1.0
20463,16,0.0
20464,6,0.0
20465,37,1.0
20466,55,0.0
20467,1,0.0
20468,31,0.0
20469,6,0.0
20471,69,0.0
20472,8,1.0
20474,12,0.0
20475,2,1.0
20476,27,0.0
20477,71,0.0
20479,26,0.0
20480,36,0.0
20482,50,1.0
20483,11,0.0
20484,41,0.0
20485,24,0.0
20486,17,0.0
20487,13,0.0
20488,7,0.0
20489,6,0.0
20490,44,0.0
20491,24,0.0
20492,13,1.0
20493,6,0.0
20494,61,0.0
20495,37,0.0
20496,57,0.0
20497,15,0.0
20499,47,0.0
20500,39,0.0
20501,21,1.0
20502,61,1.0
20503,29,0.0
20504,25,0.0
20505,14,0.0
20506,54,0.0
20507,25,0.0
20508,13,0.0
20509,30,0.0
20510,13,0.0
20511,61,0.0
20512,7,0.0
20513,7,0.0
20515,22,0.0
20516,8,0.0
20517,57,0.0
20518,6,0.0
20520,39,0.0
20521,9,0.0
20522,7,0.0
20523,10,1.0
20524,36,0.0
20525,2,1.0
20526,15,0.0
20527,28,0.0
20528,55,1.0
20530,45,0.0
20531,8,0.0
20532,4,0.0
20533,12,1.0
20534,45,0.0
20535,53,1.0
20536,63,0.0
20537,31,0.0
20538,3,1.0
20539,18,0.0
20540,73,0.0
20541,23,0.0
20542,12,0.0
20543,7,0.0
20544,15,1.0
20545,3,0.0
20546,7,1.0
20547,5,0.0
20548,36,0.0
20549,38,0.0
20550,32,0.0
20551,26,0.0
20552,6,0.0
20553,16,0.0
20554,19,0.0
20555,36,0.0
20556,5,0.0
20557,5,1.0
20558,17,0.0
20559,11,0.0
20560,71,0.0
20561,3,0.0
20562,40,1.0
20564,43,0.0
20565,17,1.0
20566,8,0.0
20568,15,0.0
20570,34,0.0
20571,67,0.0
20572,41,1.0
20573,2,0.0
20574,24,0.0
20575,49,0.0
20576,12,0.0
20577,33,0.0
20579,13,1.0
20581,7,0.0
20582,10,1.0
20583,69,0.0
20584,25,0.0
20585,36,0.0
20586,60,1.0
20587,66,0.0
20588,24,0.0
20589,7,0.0
20590,25,1.0
20591,50,0.0
20592,2,0.0
20593,50,1.0
20595,1,0.0
20596,21,0.0
20598,46,0.0
20600,8,0.0
20601,2,0.0
20602,26,1.0
20603,15,0.0
20605,48,0.0
20606,19,1.0
20608,5,1.0
20609,59,0.0
20611,17,0.0
20612,71,0.0
20613,18,0.0
20614,29,0.0
20615,35,0.0
20616,3,1.0
20617,6,1.0
20618,8,1.0
20619,6,0.0
20620,70,0.0
20621,6,1.0
20622,64,0.0
20623,28,1.0
20624,39,0.0
20625,10,0.0
20626,5,0.0
20627,1,0.0
20628,73,0.0
20629,24,0.0
20630,8,0.0
20631,68,1.0
20632,29,1.0
20633,64,0.0
20634,19,0.0
20635,47,0.0
20636,56,0.0
20637,72,1.0
20638,58,0.0
20639,28,1.0
20640,64,0.0
20641,69,0.0
20642,9,1.0
20643,9,0.0
20644,10,0.0
20647,4,0.0
20648,72,0.0
20650,13,0.0
20651,69,0.0
20652,60,0.0
20654,12,0.0
20655,6,1.0
20658,55,0.0
20659,17,0.0
20660,8,0.0
20661,5,0.0
20662,35,1.0
20663,48,0.0
20665,5,0.0
20666,5,0.0
20667,4,1.0
20668,16,0.0
20670,36,0.0
20671,64,0.0
20672,30,1.0
20673,37,0.0
20675,10,0.0
20676,71,0.0
20677,70,1.0
20678,71,0.0
20679,60,0.0
20680,19,0.0
20681,16,0.0
20682,41,0.0
20684,8,1.0
20685,13,0.0
20686,54,0.0
20687,42,0.0
20688,18,0.0
20689,30,0.0
20690,37,0.0
20691,73,0.0
20692,52,0.0
20693,10,1.0
20694,16,0.0
20695,71,0.0
20696,44,0.0
20697,5,1.0
20698,61,0.0
20700,73,1.0
20701,3,0.0
20703,23,1.0
20704,11,0.0
20705,42,1.0
20706,13,1.0
20707,11,0.0
20708,8,0.0
20709,60,0.0
20710,13,0.0
20711,24,0.0
20712,3,0.0
20713,15,1.0
20714,69,0.0
20715,26,0.0
20716,1,0.0
20717,32,0.0
20718,8,0.0
20721,40,1.0
20722,8,0.0
20723,8,0.0
20724,70,0.0
20725,56,0.0
20726,27,0.0
20728,6,1.0
20729,72,1.0
20730,9,0.0
20731,73,0.0
20732,62,0.0
20733,4,0.0
20734,6,0.0
20735,19,0.0
20736,20,0.0
20737,16,0.0
20739,63,0.0
20740,7,0.0
20741,72,0.0
20742,19,0.0
20744,18,0.0
20745,28,1.0
20746,67,0.0
20747,62,0.0
20748,16,1.0
20749,26,0.0
20750,2,0.0
20751,12,1.0
20752,1,0.0
20753,7,0.0
20754,28,0.0
20755,61,0.0
20756,41,0.0
20757,14,0.0
20759,61,1.0
20760,63,1.0
20761,7,1.0
20762,8,0.0
20763,32,0.0
20764,51,0.0
20766,55,0.0
20768,18,0.0
20769,39,0.0
20770,39,1.0
20772,21,0.0
20773,13,0.0
20774,43,0.0
20775,1,0.0
20776,7,1.0
20777,2,0.0
20779,4,0.0
20780,7,0.0
20781,5,0.0
20782,31,0.0
20783,71,0.0
20784,12,0.0
20785,60,1.0
20786,1,0.0
20787,6,1.0
20788,5,0.0
20789,24,0.0
20790,13,0.0
20791,6,0.0
20792,8,0.0
20793,22,1.0
20794,7,0.0
20795,5,1.0
20796,6,0.0
20797,55,0.0
20798,73,0.0
20799,73,0.0
20800,15,0.0
20801,70,0.0
20802,7,0.0
20803,30,1.0
20804,12,0.0
20805,50,1.0
20806,8,0.0
20807,44,0.0
20808,5,0.0
20809,7,0.0
20810,5,0.0
20811,14,1.0
20812,59,0.0
20813,24,0.0
20814,6,1.0
20815,7,0.0
20816,5,0.0
20817,27,0.0
20818,9,0.0
20819,47,0.0
20821,19,0.0
20824,6,0.0
20826,53,0.0
20827,20,0.0
20828,7,0.0
20830,2,1.0
20831,3,0.0
20832,51,0.0
20833,7,0.0
20835,57,0.0
20836,43,0.0
20837,21,0.0
20838,27,0.0
20839,6,0.0
20841,28,1.0
20844,7,0.0
20847,2,0.0
20848,63,0.0
20849,1,1.0
20850,48,0.0
20851,70,0.0
20852,21,0.0
20853,21,1.0
20854,40,0.0
20855,19,0.0
20856,70,0.0
20857,41,0.0
20858,5,0.0
20859,5,0.0
20860,18,0.0
20861,68,1.0
20863,36,0.0
20864,11,1.0
20866,5,0.0
20867,4,0.0
20868,66,0.0
20869,39,0.0
